SSE (Secure Service Edge) : le top 10 des fournisseurs;https://www.silicon.fr/sse-top-10-fournisseurs-432819.html;https://www.silicon.fr/wp-content/uploads/2022/02/Quadrant-2022-SSE-120x90.jpeg
Cybersecurite : les outils open source que conseille l’ANSSI americaine;https://www.silicon.fr/cybersecurite-outils-open-source-anssi-americaine-432732.html;https://www.silicon.fr/wp-content/uploads/2022/02/CISA-open-source-sécurité-120x90.jpg
S(A)SE : comment le marche se structure-t-il en 2022 ?;https://www.silicon.fr/sse-sase-marche-2022-432707.html;https://www.silicon.fr/wp-content/uploads/2022/02/Quadrant-2022-SSE-120x90.jpeg
F5 : ne dites plus Volterra et Shape, mais Distributed Cloud Services;https://www.silicon.fr/f5-volterra-shape-distributed-cloud-services-432535.html;https://www.silicon.fr/wp-content/uploads/2021/09/F5-@F5-120x90.png
;https://www.silicon.fr/cybersecurite-cout-menaces-internes-432497.html;https://www.silicon.fr/wp-content/uploads/2017/09/deloitte-breche-securite-120x90.jpg
Cybersecurite : 10 propositions du Cesin aux presidentiables;https://www.silicon.fr/cybersecurite-10-propositions-cesin-presidentiables-432330.html;https://www.silicon.fr/wp-content/uploads/2019/10/cloud-souverain-fournisseurs-120x90.jpg
Phishing et MFA : comment l’un s’adapte a l’autre;https://www.silicon.fr/phishing-mfa-un-adapte-autre-432324.html;https://www.silicon.fr/wp-content/uploads/2022/02/phishing-proxy-inversé-120x90.jpg
;https://livreblanc.silicon.fr/?post_type=resource&p=21757;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/Capture-120x90.png
;https://livreblanc.silicon.fr/resource/explications-et-avantages-de-la-facture-electronique;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/nouvellecreaLivreblanc-120x90.jpg
;https://livreblanc.silicon.fr/resource/avis-dexperts-infrastructures-hybrides-une-solution-complexe-mais-pas-inaccessible;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/iguane-a-120x90.png
SIEM as a Service : la surveillance du SI bascule dans le Cloud;https://www.silicon.fr/dossiers/siem-as-a-service-la-surveillance-du-si-bascule-dans-le-cloud;https://www.silicon.fr/wp-content/uploads/2020/02/gartner-magic-quadrant-siem-2020-120x90.png
Assurance cyber : la prime flambe, comment la reduire ?;https://www.silicon.fr/dossiers/assurance-cyber-comment-reduire-la-prime;https://www.silicon.fr/wp-content/uploads/2022/01/NotPetya-assurance-cyber-jurisprudence-120x90.jpg
;https://www.silicon.fr/dossiers/sd-wan-vers-une-securite-100-cloud;https://www.silicon.fr/wp-content/uploads/2015/07/res7_3-defis-securite-reseau-article-120x90.jpg
Cybersecurite as a Service : jusqu’ou peut-on externaliser ?;https://www.silicon.fr/dossiers/cybersecurite-as-a-service-jusquou-peut-on-externaliser;https://www.silicon.fr/wp-content/uploads/2021/12/553950_f_secure_1-120x90.jpg
