"
                                                                        L'Europe organise un ""stress test"" pour eprouver la resistance des Etats de l'Est face a une cyberattaque
                    ";https://www.usine-digitale.fr/article/l-europe-organise-un-stress-test-pour-eprouver-la-resistance-des-etats-de-l-est-face-a-une-cyberattaque.N1790672;03/03/2022;https://www.usine-digitale.fr/mediatheque/2/0/4/001220402_pageListeTypeACropped/cybersecurite.jpg
"
                                                                        L'Anssi livre ses recommandations de cyberprotection dans le cadre du conflit ukrainien
                    ";https://www.usine-digitale.fr/article/l-anssi-livre-ses-recommandations-de-cyberprotection-dans-le-cadre-du-conflit-ukrainien.N1790092;02/03/2022;https://www.usine-digitale.fr/mediatheque/2/5/0/001220052_pageListeTypeACropped/cybersecurite.jpg
"
                                                                        Les usines de Toyota sont a l'arret en raison d'une ""panne de systeme"" chez un fournisseur
                    ";https://www.usine-digitale.fr/article/les-usines-de-toyota-sont-a-l-arret-en-raison-d-une-panne-de-systeme-chez-un-fournisseur.N1789017;01/03/2022;https://www.usine-digitale.fr/mediatheque/2/4/9/001218942_pageListeTypeACropped/toyota.jpg
"
                                                                        Apres s’etre positionne en soutien de la Russie, le gang de rancongiciel Conti victime d’une severe fuite
                    ";https://www.usine-digitale.fr/article/apres-s-etre-positionne-en-soutien-de-la-russie-le-gang-de-rancongiciel-conti-victime-d-une-severe-fuite.N1788667;28/02/2022;https://www.usine-digitale.fr/mediatheque/7/4/0/001019047_pageListeTypeACropped/clavier.jpg
"
                                                                        Nvidia confirme la cyberattaque et la publication de donnees sensibles
                    ";https://www.usine-digitale.fr/article/nvidia-victime-d-un-incident-cyber-une-enquete-interne-lancee.N1788472;02/03/2022;https://www.usine-digitale.fr/mediatheque/7/5/3/001020357_pageListeTypeACropped/nvidia.jpg
"
                                                                        L'offre cybersecurite pour le cloud de Microsoft prend en charge ses concurrents AWS et Google
                    ";https://www.usine-digitale.fr/article/l-offre-cybersecurite-pour-le-cloud-de-microsoft-prend-en-charge-ses-concurrents-aws-et-google.N1787727;24/02/2022;https://www.usine-digitale.fr/mediatheque/7/7/8/001011877_pageListeTypeACropped/cybersecurite.jpg
"
                                                                        Bruxelles injecte 292 millions d'euros dans l'IA, la cybersecurite et la blockchain
                    ";https://www.usine-digitale.fr/editorial/bruxelles-injecte-292-millions-d-euros-dans-l-ia-la-cybersecurite-et-la-blockchain.N1786972;22/02/2022;https://www.usine-digitale.fr/mediatheque/2/3/0/001084032_pageListeTypeACropped/drapeau-europe.jpg
"
                                                                        Les donnees personnelles des salaries de Transavia ont ete derobees lors d'une cyberattaque
                    ";https://www.usine-digitale.fr/article/les-donnees-personnelles-des-salaries-de-transavia-ont-ete-derobees-lors-d-une-cyberattaque.N1786612;21/02/2022;https://www.usine-digitale.fr/mediatheque/7/5/3/001217357_pageListeTypeACropped/transavia.jpg
"
                                                                        L’assurance cyber est-elle utile ou appelee a disparaitre ?
                    ";https://www.usine-digitale.fr/article/l-assurance-cyber-est-elle-utile-ou-appelee-a-disparaitre.N1786537;21/02/2022;https://www.usine-digitale.fr/mediatheque/4/4/0/000845044_pageListeTypeACropped/contrat.jpg
"
                                                                        Un piratage visant les utilisateurs d'OpenSea conduit au vol de 1,7 million de dollars de NFT
                    ";https://www.usine-digitale.fr/article/un-piratage-visant-les-utilisateurs-d-opensea-conduit-au-vol-de-1-7-million-de-dollars-de-nft.N1786467;21/02/2022;https://www.usine-digitale.fr/mediatheque/2/2/1/001020122_pageListeTypeACropped/opensea.png
